"","year","vote","race","language","interview","gender","turnout"
"615","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"616","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"617","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"618","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"619","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"620","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"621","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"622","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"623","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"624","2000","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"625","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"626","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"627","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"628","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"629","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"630","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"631","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"632","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"633","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"634","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"635","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"636","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"637","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"638","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"639","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"640","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"641","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"642","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"643","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"644","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"645","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"646","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","1. Not registered, and did not vote"
"647","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"648","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"649","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"650","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"651","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"652","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"653","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"654","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"655","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"656","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"657","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"658","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"659","2000","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"660","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"661","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"662","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"663","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"664","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"665","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"666","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"667","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","1. Not registered, and did not vote"
"668","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"669","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"670","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"671","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"672","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"673","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"674","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"675","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"676","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"677","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"678","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"679","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"680","2000","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"681","2000","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"682","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"683","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"684","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"685","2000","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"686","2000","2. Republican","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"687","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"688","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"689","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"690","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"691","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"692","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"693","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"694","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"695","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"696","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"697","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","1. Not registered, and did not vote"
"698","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"699","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"700","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"701","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"702","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"703","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"704","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","2. Registered, but did not vote"
"705","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"706","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"707","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"708","2000","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"709","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"710","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"711","2000","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"712","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"713","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"714","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"715","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"716","2000","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"717","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"718","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"719","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"720","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"721","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"722","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"723","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"724","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"725","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"726","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"727","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"728","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"729","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","1. Not registered, and did not vote"
"730","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"731","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"732","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"733","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"734","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"735","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"736","2000","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"737","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"738","2000","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"739","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"740","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","2. Registered, but did not vote"
"741","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"742","2000","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"743","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"744","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"745","2000","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"746","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"747","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"748","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"749","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"750","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"751","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"752","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"753","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"754","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"755","2000","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"756","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"757","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"758","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"759","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"760","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"761","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"762","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"763","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"764","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"765","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"766","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"767","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"768","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"769","2000","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"770","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"771","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"772","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"773","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"774","2000","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"775","2000","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","2. Registered, but did not vote"
"776","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"777","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"778","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"779","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
